218.11.179.102 - - [16/Apr/2013:22:33:32 +0800] "GET /clim/images/climintro4.jpg HTTP/1.1" 200 29824 "http://image.baidu.com/i?ct=503316480&z=&tn=baiduimagedetail&word=%E9%BB%84%E6%B2%B3%E5%B9%B4%E5%BE%84%E6%B5%81%E9%87%8F%E5%8F%98%E5%8C%96%E5%9B%BE&ie=utf-8&in=25272&cl=2&lm=-1&st=&pn=3&rn=1&di=102610630350&ln=1046&fr=&fm=rs1&fmq=1366122791176_R&ic=&s=&se=&sme=0&tab=&width=&height=&face=&is=&istype=&hit=" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/7.3.2201.9 Safari/537.1"
61.149.37.106 - - [16/Apr/2013:22:35:24 +0800] "GET / HTTP/1.1" 302 - "-" "Jakarta Commons-HttpClient/3.1"
61.149.37.106 - - [16/Apr/2013:22:35:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18352 "-" "Jakarta Commons-HttpClient/3.1"
61.149.37.239 - - [16/Apr/2013:22:35:47 +0800] "GET / HTTP/1.1" 302 - "-" "Jakarta Commons-HttpClient/3.1"
61.149.37.239 - - [16/Apr/2013:22:35:47 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18352 "-" "Jakarta Commons-HttpClient/3.1"
114.248.162.51 - - [16/Apr/2013:22:36:06 +0800] "GET / HTTP/1.1" 302 - "-" "Java/1.6.0_10-rc2"
114.248.162.51 - - [16/Apr/2013:22:36:06 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18528 "-" "Java/1.6.0_10-rc2"
222.91.160.150 - - [16/Apr/2013:22:37:47 +0800] "GET /favicon.ico HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17 SE 2.X SiplDe 1.0"
222.91.160.150 - - [16/Apr/2013:22:37:47 +0800] "GET / HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17 SE 2.X SiplDe 1.0"
222.91.160.150 - - [16/Apr/2013:22:37:47 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18352 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17 SE 2.X SiplDe 1.0"
222.91.160.150 - - [16/Apr/2013:22:37:47 +0800] "GET /stat/stat_txt_4.htm HTTP/1.1" 200 127950 "http://www.baidu.com/s?wd=%BB%C6%CD%C1%B8%DF%D4%AD%D6%B2%B1%BB" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; MLDD1; .NET CLR 2.0.50727; .NET CLR 2.0.34991; .NET CLR 3.0.30729; Media Center PC 6.0; SE 2.X SiplDe 1.0)"
66.249.76.7 - - [16/Apr/2013:22:38:01 +0800] "GET /robots.txt HTTP/1.1" 404 208 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.76.1 - - [16/Apr/2013:22:38:02 +0800] "GET /http_type/tm/html/html/pic/LT51370312007182IKR00.jpg HTTP/1.1" 404 250 "-" "Googlebot-Image/1.0"
61.135.169.13 - - [16/Apr/2013:22:38:33 +0800] "GET /zszx/map/photo/cw/veg.bmp HTTP/1.1" 200 867098 "http://iphone&tj=&fr=zhangbai&word=\xe4\xbe\xb5\xe8\x9a\x80" "Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1"
61.135.165.21 - - [16/Apr/2013:22:38:35 +0800] "GET /zszx/map/photo/50huangtu/plwkxsl.bmp HTTP/1.1" 200 867098 "http://iphone&tj=&fr=zhangbai&word=\xe4\xbe\xb5\xe8\x9a\x80" "Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1"
111.206.71.45 - - [16/Apr/2013:22:39:02 +0800] "GET /list/doSearch.jsp?type=lwj&name=%CD%C1%B5%D8%D7%CA%D4%B4%BC%B0%C9%FA%B2%FA%C1%A6%D1%D0%BE%BF HTTP/1.1" 302 - "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
111.206.71.60 - - [16/Apr/2013:22:39:02 +0800] "GET /list/listDataSets.jsp HTTP/1.1" 200 2091 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
61.149.37.106 - - [16/Apr/2013:22:40:02 +0800] "GET / HTTP/1.1" 302 - "-" "Jakarta Commons-HttpClient/3.1"
61.149.37.106 - - [16/Apr/2013:22:40:02 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18352 "-" "Jakarta Commons-HttpClient/3.1"
66.249.76.9 - - [16/Apr/2013:22:40:20 +0800] "GET /sxzn/foreground/viewMetadata.action?id=189 HTTP/1.1" 200 8948 "-" "Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_1 like Mac OS X; en-us) AppleWebKit/532.9 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.22.7 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)"
61.149.37.239 - - [16/Apr/2013:22:40:29 +0800] "GET / HTTP/1.1" 302 - "-" "Jakarta Commons-HttpClient/3.1"
61.149.37.239 - - [16/Apr/2013:22:40:30 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18352 "-" "Jakarta Commons-HttpClient/3.1"
61.185.190.203 - - [16/Apr/2013:22:40:42 +0800] "GET / HTTP/1.1" 302 - "http://www.sample.cn/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18352 "http://www.sample.cn/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:42 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:42 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/images/doc_02.gif HTTP/1.1" 200 55 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/images/Search_icon.gif HTTP/1.1" 200 344 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/rand.action HTTP/1.1" 200 1217 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/images/zh-cn.gif HTTP/1.1" 200 891 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/images/point.gif HTTP/1.1" 200 134 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/images/new.gif HTTP/1.1" 200 1816 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/images/new1.gif HTTP/1.1" 200 1724 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/images/leftSubTitle_bg.gif HTTP/1.1" 200 53 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/images/options.png HTTP/1.1" 200 615 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/images/icon.gif HTTP/1.1" 200 119 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/images/banner.jpg HTTP/1.1" 200 43424 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/images/yonghu.jpg HTTP/1.1" 200 31309 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/images/banner_home.jpg HTTP/1.1" 200 52917 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /favicon.ico HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:46 +0800] "GET /sxzn/images/bg.jpg HTTP/1.1" 200 19679 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:53 +0800] "POST /sxzn/checkLogin.action HTTP/1.1" 302 - "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:53 +0800] "GET /sxzn/ HTTP/1.1" 302 - "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18172 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:54 +0800] "GET /favicon.ico HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:57 +0800] "GET /sxzn/foreground/viewMetadata.action?id=185 HTTP/1.1" 200 9104 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:58 +0800] "GET /sxzn/css/metadata.css HTTP/1.1" 200 945 "http://www.zxsxsample.com/sxzn/foreground/viewMetadata.action?id=185" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:40:58 +0800] "GET /favicon.ico HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:02 +0800] "GET /sxzn/foreground/selectResult.jsp HTTP/1.1" 200 6244 "http://www.zxsxsample.com/sxzn/foreground/viewMetadata.action?id=185" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:02 +0800] "GET /sxzn/css/displaytag.css HTTP/1.1" 200 2309 "http://www.zxsxsample.com/sxzn/foreground/selectResult.jsp" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:02 +0800] "GET /sxzn/images/zh-cn.gif HTTP/1.1" 200 891 "http://www.zxsxsample.com/sxzn/foreground/selectResult.jsp" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:02 +0800] "GET /favicon.ico HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:02 +0800] "GET /sxzn/images/Search_icon.gif HTTP/1.1" 200 344 "http://www.zxsxsample.com/sxzn/foreground/selectResult.jsp" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/foreground/browseMetadata.action HTTP/1.1" 200 25921 "http://www.zxsxsample.com/sxzn/foreground/selectResult.jsp" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/MzTreeView10.js HTTP/1.1" 200 24098 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/L0.gif HTTP/1.1" 200 66 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/L1.gif HTTP/1.1" 200 73 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/L2.gif HTTP/1.1" 200 68 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/L3.gif HTTP/1.1" 200 63 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/L4.gif HTTP/1.1" 200 69 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/P0.gif HTTP/1.1" 200 163 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
